Project Code,Database,Dealer,Cloud Partner,Training Provided,tenure,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn
7005-CCBKV,Common,0,No,No,6,Yes,Cabinetry,North America,No,Yes,No,No,No,Yes,T&M,Yes,Electronic check,84.4,556.35,Yes
1810-BOHSY,Common,0,Yes,No,51,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,AMC,Yes,Credit card (automatic),96.4,4911.05,No
1784-BXEFA,DFM,0,No,No,10,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.55,187.35,No
7351-MHQVU,DFM,0,No,No,6,No,Countertop,ROAP,Yes,Yes,No,Yes,No,Yes,T&M,No,Credit card (automatic),50.95,307.6,No
9224-VTYID,Common,0,Yes,Yes,47,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Mailed check,90.5,4318.35,No
9500-IWPXQ,DFM,0,Yes,Yes,61,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,Yes,AMC,Yes,Electronic check,79.4,4820.55,No
5762-TJXGK,DFM,0,No,No,52,No,Countertop,ROAP,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),58.75,3038.55,No
4504-YOULA,DFM,0,Yes,Yes,35,Yes,Appliance,ROAP,Yes,Yes,No,No,No,No,T&M,Yes,Credit card (automatic),59.45,2136.9,No
5569-IDSEY,Common,0,Yes,No,71,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),105.7,7472.15,No
4250-FDVOU,DFM,0,No,No,6,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,No,T&M,No,Electronic check,56.25,389.1,Yes
7284-ZZLOH,Common,0,Yes,No,45,Yes,Cabinetry,ROAP,Yes,No,Yes,No,No,No,Fixed Price,No,Credit card (automatic),53.3,2296.25,No
5277-ZLOOR,DFM,1,No,No,2,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,85.55,187.45,Yes
2141-RRYGO,DFM,0,No,No,4,Yes,Cabinetry,ROAP,No,Yes,No,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),68.65,261.25,Yes
1777-JYQPJ,Common,0,No,No,2,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,24.3,38.45,No
6376-GAHQE,Common,0,No,No,4,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,No,Electronic check,77.85,299.2,Yes
3401-URHDA,Common,0,No,No,51,Yes,Appliance,ROAP,Yes,No,No,Yes,No,No,AMC,No,Credit card (automatic),59.9,3043.6,No
1599-EAHXY,Common,0,Yes,Yes,60,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),23.95,1506.4,No
8631-XVRZL,Common,0,No,No,9,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,20.15,163.7,No
5052-PNLOS,Common,0,No,No,3,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),105.35,323.25,Yes
3853-LYGAM,Common,0,No,No,17,Yes,Appliance,North America,No,No,Yes,Yes,No,Yes,T&M,Yes,Bank transfer (automatic),95.65,1640,No
6979-ZNSFF,DFM,0,No,No,8,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,87.05,762.1,Yes
5751-USDBL,Common,0,Yes,Yes,46,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,No,Mailed check,81,3846.35,No
5680-LQOGP,DFM,0,No,No,68,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),82.45,5646.6,No
2386-LAHRK,Common,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,Yes,Mailed check,53.5,53.5,Yes
8189-DUKMV,DFM,0,Yes,No,4,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),20.5,79.05,No
6032-IGALN,DFM,0,No,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,25.1,25.1,Yes
9931-DCEZH,Common,0,No,Yes,28,Yes,Cabinetry,ROAP,No,Yes,No,Yes,No,No,AMC,Yes,Credit card (automatic),54.4,1516.6,No
1898-JSNDC,DFM,0,No,No,39,Yes,Cabinetry,ROAP,No,Yes,No,No,Yes,No,AMC,Yes,Credit card (automatic),58.6,2224.5,No
0315-LVCRK,Common,0,No,No,11,Yes,Cabinetry,North America,No,No,Yes,No,No,Yes,T&M,No,Electronic check,84.8,888.75,No
3911-RSNHI,DFM,0,Yes,No,71,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),61.4,4310.35,No
2410-CIYFZ,Common,0,No,Yes,2,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.4,42.9,No
4248-HCETZ,Common,1,Yes,No,30,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,Yes,Mailed check,79.65,2365.15,Yes
5505-OVWQW,DFM,0,No,No,17,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.15,353.65,No
7271-AJDTL,DFM,0,Yes,No,55,Yes,Appliance,North America,No,Yes,Yes,No,Yes,No,T&M,Yes,Credit card (automatic),94.45,5073.1,No
1867-TJHTS,DFM,0,No,No,58,Yes,Appliance,North America,Yes,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),79.8,4526.85,No
0516-WJVXC,DFM,0,No,No,5,Yes,Cabinetry,ROAP,Yes,No,No,Yes,No,No,T&M,No,Electronic check,54.2,308.25,Yes
9174-FKWZE,DFM,1,No,No,1,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Electronic check,19.45,19.45,Yes
6860-YRJZP,Common,1,No,No,9,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,74.05,678.45,No
4429-WYGFR,Common,0,No,No,26,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),49.15,1237.3,No
2817-LVCPP,DFM,0,No,No,50,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.4,1023.95,No
5038-ETMLM,DFM,0,Yes,No,72,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),113.65,8182.75,No
5056-FIMPT,DFM,0,No,Yes,43,Yes,Cabinetry,North America,Yes,Yes,No,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),106,4532.3,No
4521-WFJAI,Common,0,No,No,56,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),25.95,1444.05,No
6569-KTMDU,DFM,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.1,19.1,No
8809-RIHDD,Common,0,Yes,Yes,72,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Electronic check,103.4,7372.65,Yes
8809-XKHMD,Common,0,Yes,No,72,Yes,Appliance,North America,Yes,Yes,No,Yes,No,Yes,Fixed Price,Yes,Bank transfer (automatic),100.55,7325.1,No
0396-YCHWO,Common,0,Yes,No,36,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,95.4,3474.2,No
0867-LDTTC,Common,0,No,No,5,Yes,Cabinetry,ROAP,No,No,Yes,Yes,Yes,Yes,T&M,No,Bank transfer (automatic),75.15,392.65,No
4822-NGOCH,DFM,0,No,No,13,Yes,Appliance,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,84.45,1058.6,Yes
9391-DXGGG,DFM,1,No,No,44,Yes,Cabinetry,North America,No,Yes,Yes,No,No,Yes,AMC,No,Credit card (automatic),89.15,3990.75,No
9844-FELAJ,DFM,1,Yes,Yes,70,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Electronic check,107.9,7475.85,No
2122-SZZZD,Common,0,No,No,44,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),19.5,835.5,No
5307-DZCVC,DFM,1,Yes,No,32,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Credit card (automatic),85.95,2628.6,Yes
3148-AOIQT,DFM,0,Yes,No,69,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),24.95,1718.35,No
8679-JOEVF,DFM,1,No,No,16,Yes,Cabinetry,ROAP,No,No,No,Yes,Yes,No,T&M,No,Electronic check,59.4,1023.9,Yes
8395-ETZKQ,Common,1,Yes,Yes,68,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),19.5,1193.55,No
6692-YQHXC,Common,0,No,No,16,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),69.95,1205.5,No
3889-VWBID,Common,0,Yes,Yes,68,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),82.85,5776.45,No
5222-JCXZT,Common,0,No,No,4,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19,78.9,No
9754-CLVZW,DFM,0,Yes,Yes,26,No,Countertop,ROAP,Yes,Yes,No,Yes,No,No,T&M,No,Credit card (automatic),38.85,1025.15,No
1432-FPAXX,DFM,0,No,No,29,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,Yes,Electronic check,30.6,856.35,Yes
2739-CCZMB,Common,0,No,Yes,5,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Credit card (automatic),20.35,122,No
7080-TNUWP,Common,0,Yes,No,70,Yes,Appliance,North America,No,Yes,Yes,No,Yes,No,AMC,Yes,Bank transfer (automatic),95,6602.9,No
0496-AHOOK,Common,0,Yes,No,24,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,Yes,AMC,No,Bank transfer (automatic),74.4,1712.9,No
8336-TAVKX,DFM,1,Yes,No,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,No,Bank transfer (automatic),78.45,5682.25,No
2468-SJFLM,Common,0,No,No,1,Yes,Cabinetry,North America,No,No,No,Yes,No,No,T&M,Yes,Mailed check,74.3,74.3,No
3181-VTHOE,Common,0,Yes,No,70,No,Countertop,ROAP,No,Yes,Yes,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),51.05,3635.15,No
7168-HDQHG,DFM,0,Yes,Yes,36,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),19.2,702.9,No
4803-AXVYP,DFM,1,No,No,38,Yes,Appliance,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,99.55,3734.25,Yes
3884-HCSWG,DFM,0,No,No,17,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70,1144.5,Yes
4567-AKPIA,DFM,0,Yes,Yes,41,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),109.1,4454.25,No
5077-DXTCG,DFM,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,45.3,45.3,Yes
1142-WACZW,Common,0,No,No,2,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),29.85,75.6,Yes
7901-HXJVA,Common,0,No,No,14,Yes,Cabinetry,North America,No,No,Yes,No,No,No,T&M,No,Electronic check,76.45,1117.55,No
5649-ANRML,Common,1,No,No,2,Yes,Cabinetry,North America,No,Yes,Yes,Yes,No,Yes,T&M,Yes,Credit card (automatic),95.1,180.25,Yes
4892-VLANZ,Common,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.8,19.8,Yes
5924-IFQTT,Common,0,Yes,Yes,13,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,No,T&M,Yes,Electronic check,72.8,930.05,No
7968-QUXNS,Common,0,No,No,6,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,18.95,110.15,No
2919-HBCJO,DFM,0,No,No,4,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Bank transfer (automatic),76.65,333.6,Yes
4236-XPXAV,DFM,0,Yes,Yes,5,Yes,Cabinetry,North America,No,Yes,No,Yes,Yes,Yes,T&M,Yes,Mailed check,99.15,465.05,Yes
8903-WMRNW,DFM,0,Yes,No,15,Yes,Cabinetry,North America,Yes,No,Yes,No,Yes,Yes,T&M,No,Electronic check,101.75,1669.4,No
2452-SNHFZ,DFM,0,No,No,47,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Credit card (automatic),75.45,3545.1,No
3629-WEAAM,DFM,0,No,No,8,Yes,Cabinetry,ROAP,No,No,Yes,Yes,No,Yes,T&M,No,Mailed check,64.1,504.05,No
6029-CSMJE,Common,0,No,No,17,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,25.65,440.2,No
7993-NQLJE,Common,0,Yes,Yes,15,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Mailed check,75.1,1151.55,No
9909-DFRJA,DFM,0,No,No,26,Yes,Cabinetry,North America,Yes,No,Yes,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),95.85,2475.35,No
9099-FTUHS,DFM,0,No,No,23,Yes,Appliance,ROAP,Yes,No,No,No,No,No,T&M,No,Electronic check,54.4,1249.25,No
0581-BXBUB,DFM,1,No,No,4,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,No,Electronic check,72.75,317.75,No
4962-CHQPW,Common,0,No,Yes,29,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.85,535.05,No
9467-ROOLM,DFM,0,No,No,25,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.05,461.3,No
3030-YZADT,Common,0,No,No,9,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,44.95,431,Yes
7410-KTVFV,Common,0,Yes,No,18,Yes,Cabinetry,ROAP,No,No,Yes,No,No,No,T&M,Yes,Mailed check,49.55,878.35,Yes
5150-ITWWB,Common,1,No,No,3,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.85,335.75,No
2253-KPMNB,DFM,0,Yes,Yes,69,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,No,Fixed Price,No,Bank transfer (automatic),46.25,3121.4,No
1345-ZUKID,Common,0,No,No,14,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.35,324.8,No
6429-SHBCB,Common,0,No,No,19,Yes,Appliance,ROAP,No,No,No,No,Yes,Yes,T&M,No,Mailed check,69.6,1394.55,No
9281-OFDMF,Common,1,No,No,39,Yes,Appliance,North America,No,Yes,No,No,No,Yes,T&M,No,Electronic check,90.7,3413.25,No
2603-HVKCG,Common,0,No,No,31,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,101.4,3143.65,No
1834-WULEG,Common,0,Yes,Yes,24,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.25,439.75,No
9097-ZUBYC,Common,0,Yes,No,14,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),48.8,664.4,No
5148-ORICT,DFM,0,Yes,No,64,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,Yes,Mailed check,74.35,4759.55,No
4893-GYUJU,DFM,0,No,No,50,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,19.35,1033,No
4578-PHJYZ,Common,0,Yes,Yes,52,Yes,Cabinetry,ROAP,No,Yes,Yes,Yes,Yes,No,AMC,Yes,Electronic check,68.75,3482.85,No
7272-QDCKA,Common,0,No,No,28,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,AMC,No,Electronic check,100.2,2688.45,No
8908-SLFCJ,DFM,0,No,No,21,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),20.85,435.25,No
8393-DLHGA,Common,0,No,Yes,25,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,95.9,2448.75,Yes
9766-HGEDE,DFM,0,Yes,No,17,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.35,307,No
6968-MHOMU,Common,0,Yes,No,58,No,Countertop,ROAP,No,No,No,No,Yes,Yes,AMC,Yes,Credit card (automatic),45,2689.35,No
7395-IGJOS,Common,1,Yes,No,17,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,No,Bank transfer (automatic),81.5,1329.2,Yes
5044-XDPYX,DFM,0,Yes,No,51,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,25.5,1281.25,No
1814-WFGVS,Common,0,Yes,Yes,72,No,Countertop,ROAP,Yes,No,Yes,Yes,Yes,No,Fixed Price,No,Mailed check,48.9,3527,No
2834-SPCJV,Common,0,Yes,No,52,Yes,Cabinetry,North America,Yes,No,No,No,Yes,No,T&M,No,Electronic check,84.1,4348.65,Yes
3721-WKIIL,DFM,0,No,No,27,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.6,561.15,No
6734-CKRSM,DFM,0,No,No,3,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20,63.6,No
1265-ZFOSD,DFM,0,Yes,No,64,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,Yes,Mailed check,81.3,5129.3,No
6568-POCUI,DFM,0,Yes,No,45,Yes,Cabinetry,North America,No,No,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),95.2,4285.8,No
7890-VYYWG,Common,1,Yes,No,3,No,Countertop,ROAP,No,No,No,No,Yes,No,T&M,Yes,Mailed check,36.45,93.7,Yes
5197-LQXXH,DFM,0,Yes,No,71,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),83.3,5894.5,No
9907-SWKKF,DFM,1,No,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,25.05,25.05,Yes
3457-PQBYH,DFM,0,Yes,Yes,58,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.3,1160.75,No
7682-AZNDK,Common,0,Yes,Yes,34,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,No,T&M,Yes,Electronic check,89.85,3091.75,No
0587-DMGBH,DFM,0,No,No,8,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Electronic check,49.85,365.55,Yes
5384-ZTTWP,DFM,0,Yes,Yes,15,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.8,272.95,No
3745-HRPHI,Common,0,Yes,Yes,66,No,Countertop,ROAP,No,No,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),54.65,3632,No
7636-OWBPG,Common,1,No,No,12,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,Yes,Credit card (automatic),29.35,381.2,No
1231-YNDEK,Common,0,No,No,58,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),19.15,1035.5,No
1407-DIGZV,DFM,0,Yes,Yes,3,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.1,52,No
6397-JNZZG,DFM,1,Yes,No,43,No,Countertop,ROAP,No,Yes,Yes,No,Yes,Yes,T&M,No,Credit card (automatic),55.55,2342.2,Yes
0570-BFQHT,DFM,0,No,No,9,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,No,Electronic check,80.55,653.9,No
4393-OBCRR,DFM,0,No,No,3,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.25,71.2,No
3523-QRQLL,DFM,0,Yes,Yes,22,Yes,Cabinetry,ROAP,No,Yes,No,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),69.5,1498.2,Yes
8564-LDKFL,Common,0,Yes,No,40,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),106,4178.65,No
3696-DFHHB,DFM,0,No,No,68,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),25.5,1821.8,No
0895-DQHEW,Common,0,Yes,No,54,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,104.3,5278.15,Yes
4717-GHADL,DFM,0,No,No,50,Yes,Appliance,ROAP,No,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Mailed check,79.6,4024.2,No
5501-TVMGM,Common,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,Yes,T&M,Yes,Electronic check,55.25,55.25,No
5879-HMFFH,DFM,0,Yes,No,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),88.05,6520.8,No
6772-WFQRD,Common,0,No,Yes,40,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Bank transfer (automatic),20.4,854.9,No
3810-DVDQQ,DFM,0,Yes,Yes,72,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),117.6,8308.9,No
6972-SNKKW,DFM,0,No,No,6,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20,109.2,No
3694-GLTJM,DFM,0,No,No,5,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Credit card (automatic),19.65,92.05,No
8550-XSXUQ,Common,0,Yes,No,48,Yes,Appliance,ROAP,No,Yes,Yes,No,No,Yes,AMC,Yes,Credit card (automatic),70.55,3420.5,No
8149-RSOUN,DFM,0,No,No,1,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,93.85,93.85,Yes
9055-MOJJJ,DFM,0,Yes,Yes,64,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,No,AMC,No,Mailed check,65.8,4068,No
4359-INNWN,DFM,0,No,No,17,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),20.05,337.9,No
0585-EGDDA,Common,0,Yes,No,40,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,80,3168.75,No
4032-RMHCI,DFM,0,Yes,Yes,41,No,Countertop,ROAP,Yes,No,Yes,No,No,No,AMC,No,Credit card (automatic),35.4,1412.4,No
0549-CYCQN,Common,1,No,No,51,Yes,Appliance,North America,No,Yes,No,No,No,No,AMC,Yes,Bank transfer (automatic),79.6,3974.7,No
3481-JHUZH,Common,0,Yes,No,41,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,80.25,3439,No
7250-EQKIY,DFM,0,Yes,Yes,1,Yes,Cabinetry,ROAP,No,No,Yes,No,No,No,T&M,No,Mailed check,50.45,50.45,Yes
3594-IVHJZ,DFM,0,No,No,2,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.45,42.45,No
6869-FGJJC,Common,0,No,No,68,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,AMC,No,Credit card (automatic),79.6,5461.45,No
3896-ZVNET,DFM,0,Yes,Yes,24,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,24.7,571.75,No
8205-VSLRB,Common,0,Yes,No,70,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,Yes,Fixed Price,No,Credit card (automatic),77.3,5498.2,No
5960-MVTUK,Common,0,No,No,3,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,Yes,Electronic check,29.75,96.85,No
6817-WTYHE,Common,0,No,No,2,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Bank transfer (automatic),44.9,111.05,No
3082-VQXNH,Common,0,Yes,No,3,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,No,Credit card (automatic),29.8,94.4,No
4013-UBXWQ,DFM,0,No,No,7,Yes,Appliance,ROAP,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,74.65,521.1,Yes
4931-TRZWN,DFM,0,No,No,13,Yes,Cabinetry,ROAP,Yes,No,No,No,Yes,Yes,T&M,Yes,Electronic check,71.95,923.85,No
0750-EKNGL,Common,0,No,No,7,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.75,141.1,No
7669-LCRSD,Common,0,Yes,Yes,12,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,Yes,Mailed check,56.3,628.65,No
3567-PQTSO,Common,0,Yes,Yes,53,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Electronic check,105.25,5576.3,No
5519-NPHVG,DFM,0,No,No,12,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.2,1046.1,Yes
8043-PNYSD,Common,0,Yes,Yes,63,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.55,1245.6,No
9938-EKRGF,DFM,0,No,No,15,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,T&M,No,Mailed check,84.45,1287.85,No
2703-AMTUL,Common,0,Yes,Yes,36,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,No,AMC,No,Mailed check,53.65,1939.35,No
0928-JMXNP,Common,1,Yes,No,4,No,Countertop,ROAP,No,No,Yes,No,No,No,T&M,Yes,Electronic check,29.9,118.25,No
8173-RXAYP,DFM,0,Yes,Yes,24,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.7,452.55,No
4825-XJGDM,DFM,0,No,No,61,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,No,AMC,No,Credit card (automatic),43.7,2696.55,No
