,Database,Dealer,Cloud Partner,Training Provided,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn,tenure_group
3103,DFM,1,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Electronic check,19.45,19.45,1,1 - 12
3104,Common,1,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,74.05,678.45,0,1 - 12
3105,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),49.15,1237.3,0,25 - 36
3106,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.4,1023.95,0,49 - 60
3107,DFM,0,Yes,No,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),113.65,8182.75,0,61 - 72
3108,DFM,0,No,Yes,Yes,Cabinetry,North America,Yes,Yes,No,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),106.0,4532.3,0,37 - 48
3109,Common,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),25.95,1444.05,0,49 - 60
3110,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.1,19.1,0,1 - 12
3111,Common,0,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Electronic check,103.4,7372.65,1,61 - 72
3112,Common,0,Yes,No,Yes,Appliance,North America,Yes,Yes,No,Yes,No,Yes,Fixed Price,Yes,Bank transfer (automatic),100.55,7325.1,0,61 - 72
3113,Common,0,Yes,No,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,95.4,3474.2,0,25 - 36
3114,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,Yes,Yes,Yes,Yes,T&M,No,Bank transfer (automatic),75.15,392.65,0,1 - 12
3115,DFM,0,No,No,Yes,Appliance,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,84.45,1058.6,1,13 - 24
3116,DFM,1,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,Yes,AMC,No,Credit card (automatic),89.15,3990.75,0,37 - 48
3117,DFM,1,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Electronic check,107.9,7475.85,0,61 - 72
3118,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),19.5,835.5,0,37 - 48
3119,DFM,1,Yes,No,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Credit card (automatic),85.95,2628.6,1,25 - 36
3120,DFM,0,Yes,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),24.95,1718.35,0,61 - 72
3121,DFM,1,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,Yes,No,T&M,No,Electronic check,59.4,1023.9,1,13 - 24
3122,Common,1,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),19.5,1193.55,0,61 - 72
3123,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),69.95,1205.5,0,13 - 24
3124,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),82.85,5776.45,0,61 - 72
3125,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.0,78.9,0,1 - 12
3126,DFM,0,Yes,Yes,No,Countertop,ROAP,Yes,Yes,No,Yes,No,No,T&M,No,Credit card (automatic),38.85,1025.15,0,25 - 36
3127,DFM,0,No,No,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,Yes,Electronic check,30.6,856.35,1,25 - 36
3128,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Credit card (automatic),20.35,122.0,0,1 - 12
3129,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,No,AMC,Yes,Bank transfer (automatic),95.0,6602.9,0,61 - 72
3130,Common,0,Yes,No,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,Yes,AMC,No,Bank transfer (automatic),74.4,1712.9,0,13 - 24
3131,DFM,1,Yes,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,No,Bank transfer (automatic),78.45,5682.25,0,61 - 72
3132,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,Yes,No,No,T&M,Yes,Mailed check,74.3,74.3,0,1 - 12
3133,Common,0,Yes,No,No,Countertop,ROAP,No,Yes,Yes,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),51.05,3635.15,0,61 - 72
3134,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),19.2,702.9,0,25 - 36
3135,DFM,1,No,No,Yes,Appliance,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,99.55,3734.25,1,37 - 48
3136,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.0,1144.5,1,13 - 24
3137,DFM,0,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),109.1,4454.25,0,37 - 48
3138,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,45.3,45.3,1,1 - 12
3139,Common,0,No,No,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),29.85,75.6,1,1 - 12
3140,Common,0,No,No,Yes,Cabinetry,North America,No,No,Yes,No,No,No,T&M,No,Electronic check,76.45,1117.55,0,13 - 24
3141,Common,1,No,No,Yes,Cabinetry,North America,No,Yes,Yes,Yes,No,Yes,T&M,Yes,Credit card (automatic),95.1,180.25,1,1 - 12
3142,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.8,19.8,1,1 - 12
3143,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,No,T&M,Yes,Electronic check,72.8,930.05,0,13 - 24
3144,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,18.95,110.15,0,1 - 12
3145,DFM,0,No,No,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Bank transfer (automatic),76.65,333.6,1,1 - 12
3146,DFM,0,Yes,Yes,Yes,Cabinetry,North America,No,Yes,No,Yes,Yes,Yes,T&M,Yes,Mailed check,99.15,465.05,1,1 - 12
3147,DFM,0,Yes,No,Yes,Cabinetry,North America,Yes,No,Yes,No,Yes,Yes,T&M,No,Electronic check,101.75,1669.4,0,13 - 24
3148,DFM,0,No,No,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Credit card (automatic),75.45,3545.1,0,37 - 48
3149,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,Yes,Yes,No,Yes,T&M,No,Mailed check,64.1,504.05,0,1 - 12
3150,Common,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,25.65,440.2,0,13 - 24
3151,Common,0,Yes,Yes,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Mailed check,75.1,1151.55,0,13 - 24
3152,DFM,0,No,No,Yes,Cabinetry,North America,Yes,No,Yes,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),95.85,2475.35,0,25 - 36
3153,DFM,0,No,No,Yes,Appliance,ROAP,Yes,No,No,No,No,No,T&M,No,Electronic check,54.4,1249.25,0,13 - 24
3154,DFM,1,No,No,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,No,Electronic check,72.75,317.75,0,1 - 12
3155,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.85,535.05,0,25 - 36
3156,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.05,461.3,0,25 - 36
3157,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,44.95,431.0,1,1 - 12
3158,Common,0,Yes,No,Yes,Cabinetry,ROAP,No,No,Yes,No,No,No,T&M,Yes,Mailed check,49.55,878.35,1,13 - 24
3159,Common,1,No,No,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.85,335.75,0,1 - 12
3160,DFM,0,Yes,Yes,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,No,Fixed Price,No,Bank transfer (automatic),46.25,3121.4,0,61 - 72
3161,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.35,324.8,0,13 - 24
3162,Common,0,No,No,Yes,Appliance,ROAP,No,No,No,No,Yes,Yes,T&M,No,Mailed check,69.6,1394.55,0,13 - 24
3163,Common,1,No,No,Yes,Appliance,North America,No,Yes,No,No,No,Yes,T&M,No,Electronic check,90.7,3413.25,0,37 - 48
3164,Common,0,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,101.4,3143.65,0,25 - 36
3165,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.25,439.75,0,13 - 24
3166,Common,0,Yes,No,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),48.8,664.4,0,13 - 24
3167,DFM,0,Yes,No,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,Yes,Mailed check,74.35,4759.55,0,61 - 72
3168,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,19.35,1033.0,0,49 - 60
3169,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,No,Yes,Yes,Yes,Yes,No,AMC,Yes,Electronic check,68.75,3482.85,0,49 - 60
3170,Common,0,No,No,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,AMC,No,Electronic check,100.2,2688.45,0,25 - 36
3171,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),20.85,435.25,0,13 - 24
3172,Common,0,No,Yes,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,95.9,2448.75,1,25 - 36
3173,DFM,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.35,307.0,0,13 - 24
3174,Common,0,Yes,No,No,Countertop,ROAP,No,No,No,No,Yes,Yes,AMC,Yes,Credit card (automatic),45.0,2689.35,0,49 - 60
3175,Common,1,Yes,No,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,No,Bank transfer (automatic),81.5,1329.2,1,13 - 24
3176,DFM,0,Yes,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,25.5,1281.25,0,49 - 60
3177,Common,0,Yes,Yes,No,Countertop,ROAP,Yes,No,Yes,Yes,Yes,No,Fixed Price,No,Mailed check,48.9,3527.0,0,61 - 72
3178,Common,0,Yes,No,Yes,Cabinetry,North America,Yes,No,No,No,Yes,No,T&M,No,Electronic check,84.1,4348.65,1,49 - 60
3179,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.6,561.15,0,25 - 36
3180,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.0,63.6,0,1 - 12
3181,DFM,0,Yes,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,Yes,Mailed check,81.3,5129.3,0,61 - 72
3182,DFM,0,Yes,No,Yes,Cabinetry,North America,No,No,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),95.2,4285.8,0,37 - 48
3183,Common,1,Yes,No,No,Countertop,ROAP,No,No,No,No,Yes,No,T&M,Yes,Mailed check,36.45,93.7,1,1 - 12
3184,DFM,0,Yes,No,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),83.3,5894.5,0,61 - 72
3185,DFM,1,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,25.05,25.05,1,1 - 12
3186,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.3,1160.75,0,49 - 60
3187,Common,0,Yes,Yes,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,No,T&M,Yes,Electronic check,89.85,3091.75,0,25 - 36
3188,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Electronic check,49.85,365.55,1,1 - 12
3189,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.8,272.95,0,13 - 24
3190,Common,0,Yes,Yes,No,Countertop,ROAP,No,No,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),54.65,3632.0,0,61 - 72
3191,Common,1,No,No,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,Yes,Credit card (automatic),29.35,381.2,0,1 - 12
3192,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),19.15,1035.5,0,49 - 60
3193,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.1,52.0,0,1 - 12
3194,DFM,1,Yes,No,No,Countertop,ROAP,No,Yes,Yes,No,Yes,Yes,T&M,No,Credit card (automatic),55.55,2342.2,1,37 - 48
3195,DFM,0,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,No,Electronic check,80.55,653.9,0,1 - 12
3196,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.25,71.2,0,1 - 12
3197,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,Yes,No,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),69.5,1498.2,1,13 - 24
3198,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),106.0,4178.65,0,37 - 48
3199,DFM,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),25.5,1821.8,0,61 - 72
3200,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,104.3,5278.15,1,49 - 60
3201,DFM,0,No,No,Yes,Appliance,ROAP,No,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Mailed check,79.6,4024.2,0,49 - 60
3202,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,Yes,T&M,Yes,Electronic check,55.25,55.25,0,1 - 12
3203,DFM,0,Yes,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),88.05,6520.8,0,61 - 72
3204,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Bank transfer (automatic),20.4,854.9,0,37 - 48
3205,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),117.6,8308.9,0,61 - 72
3206,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.0,109.2,0,1 - 12
3207,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Credit card (automatic),19.65,92.05,0,1 - 12
3208,Common,0,Yes,No,Yes,Appliance,ROAP,No,Yes,Yes,No,No,Yes,AMC,Yes,Credit card (automatic),70.55,3420.5,0,37 - 48
3209,DFM,0,No,No,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,93.85,93.85,1,1 - 12
3210,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,No,AMC,No,Mailed check,65.8,4068.0,0,61 - 72
3211,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),20.05,337.9,0,13 - 24
3212,Common,0,Yes,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,80.0,3168.75,0,37 - 48
3213,DFM,0,Yes,Yes,No,Countertop,ROAP,Yes,No,Yes,No,No,No,AMC,No,Credit card (automatic),35.4,1412.4,0,37 - 48
3214,Common,1,No,No,Yes,Appliance,North America,No,Yes,No,No,No,No,AMC,Yes,Bank transfer (automatic),79.6,3974.7,0,49 - 60
3215,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,80.25,3439.0,0,37 - 48
3216,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,Yes,No,No,No,T&M,No,Mailed check,50.45,50.45,1,1 - 12
3217,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.45,42.45,0,1 - 12
3218,Common,0,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,AMC,No,Credit card (automatic),79.6,5461.45,0,61 - 72
3219,DFM,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,24.7,571.75,0,13 - 24
3220,Common,0,Yes,No,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,Yes,Fixed Price,No,Credit card (automatic),77.3,5498.2,0,61 - 72
3221,Common,0,No,No,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,Yes,Electronic check,29.75,96.85,0,1 - 12
3222,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Bank transfer (automatic),44.9,111.05,0,1 - 12
3223,Common,0,Yes,No,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,No,Credit card (automatic),29.8,94.4,0,1 - 12
3224,DFM,0,No,No,Yes,Appliance,ROAP,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,74.65,521.1,1,1 - 12
3225,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,No,No,No,Yes,Yes,T&M,Yes,Electronic check,71.95,923.85,0,13 - 24
3226,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.75,141.1,0,1 - 12
3227,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,Yes,Mailed check,56.3,628.65,0,1 - 12
3228,Common,0,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Electronic check,105.25,5576.3,0,49 - 60
3229,DFM,0,No,No,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.2,1046.1,1,1 - 12
3230,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.55,1245.6,0,61 - 72
3231,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,T&M,No,Mailed check,84.45,1287.85,0,13 - 24
3232,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,No,AMC,No,Mailed check,53.65,1939.35,0,25 - 36
3233,Common,1,Yes,No,No,Countertop,ROAP,No,No,Yes,No,No,No,T&M,Yes,Electronic check,29.9,118.25,0,1 - 12
3234,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.7,452.55,0,13 - 24
3235,DFM,0,No,No,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,No,AMC,No,Credit card (automatic),43.7,2696.55,0,61 - 72
3236,Common,0,No,No,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,No,Electronic check,55.3,875.35,0,13 - 24
3237,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),19.85,1267.05,0,61 - 72
3238,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.65,494.9,0,25 - 36
3239,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,Yes,Mailed check,49.45,799.0,0,13 - 24
3240,DFM,0,Yes,No,Yes,Appliance,North America,Yes,Yes,No,No,Yes,Yes,AMC,No,Bank transfer (automatic),106.55,5763.3,1,49 - 60
3241,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.1,20.1,1,1 - 12
3242,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.45,106.9,0,1 - 12
3243,DFM,0,No,No,No,Countertop,ROAP,No,Yes,No,No,No,Yes,T&M,Yes,Electronic check,39.7,710.05,0,13 - 24
3244,Common,0,No,No,Yes,Appliance,ROAP,Yes,No,No,No,No,No,T&M,Yes,Credit card (automatic),54.5,568.2,0,1 - 12
3245,DFM,0,Yes,Yes,Yes,Cabinetry,North America,No,Yes,Yes,Yes,No,No,T&M,No,Electronic check,83.8,1900.25,1,13 - 24
3246,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,No,Mailed check,55.15,159.15,1,1 - 12
3247,DFM,0,No,No,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),111.6,8012.75,0,61 - 72
3248,Common,1,Yes,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,86.65,856.65,1,1 - 12
3249,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,Yes,Yes,No,No,No,T&M,Yes,Mailed check,55.55,551.3,0,1 - 12
3250,Common,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,20.55,184.95,0,1 - 12
3251,DFM,1,No,No,Yes,Appliance,North America,Yes,Yes,No,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),106.75,4056.75,1,37 - 48
3252,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,No,No,Yes,No,No,AMC,Yes,Mailed check,62.1,1096.65,0,13 - 24
3253,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,T&M,Yes,Credit card (automatic),104.5,3684.95,0,25 - 36
3254,Common,1,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,101.8,1752.45,0,13 - 24
3255,DFM,1,Yes,Yes,Yes,Appliance,North America,Yes,Yes,No,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),110.6,7210.85,0,61 - 72
3256,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,AMC,No,Bank transfer (automatic),84.9,5264.5,0,61 - 72
3257,Common,0,No,No,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Mailed check,93.2,2157.3,0,13 - 24
3258,Common,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,24.4,24.4,0,1 - 12
3259,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Credit card (automatic),70.55,433.95,0,1 - 12
3260,Common,0,No,No,Yes,Cabinetry,North America,No,Yes,No,Yes,No,No,T&M,Yes,Electronic check,78.45,2435.15,1,25 - 36
3261,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),85.0,5607.75,0,61 - 72
3262,DFM,0,Yes,Yes,Yes,Appliance,North America,No,No,Yes,No,Yes,No,T&M,No,Electronic check,87.45,2874.15,1,25 - 36
3263,DFM,0,Yes,Yes,Yes,Cabinetry,North America,No,Yes,Yes,Yes,No,No,T&M,No,Bank transfer (automatic),85.8,4433.3,0,49 - 60
3264,DFM,0,No,Yes,Yes,Cabinetry,North America,No,No,Yes,Yes,Yes,No,T&M,Yes,Electronic check,91.1,964.35,0,1 - 12
3265,Common,0,Yes,Yes,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.75,1974.8,1,25 - 36
3266,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),20.1,1460.85,0,61 - 72
3267,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.05,951.55,0,37 - 48
3268,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,No,No,No,Yes,Yes,AMC,No,Mailed check,74.8,1821.2,0,13 - 24
3269,Common,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),24.8,1600.95,0,61 - 72
3270,DFM,0,No,No,Yes,Appliance,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Mailed check,100.85,399.25,0,1 - 12
3271,Common,1,Yes,No,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,101.35,1218.55,1,1 - 12
3272,Common,0,No,No,Yes,Appliance,North America,Yes,No,No,No,No,No,T&M,Yes,Electronic check,81.7,81.7,1,1 - 12
